cas_number,chemical_name,group_id,group_name,source,course,experiment
10265-92-6,METHAMIDOPHOS,5,"Acids, Weak",pool_supplement,,
10353-73-8,"ISOOCTYL ACID PHOSPHATE, [CORROSIVE LIQUID]",5,"Acids, Weak",pool_supplement,,
105-16-8,"DIETHYLAMINOETHYLMETHACRYLATE, [LIQUID]",6,Acrylates and Acrylic Acids,pool_supplement,,
100-07-2,4-METHOXYBENZOYL CHLORIDE,7,"Acyl Halides, Sulfonyl Halides, and Chloroformates",pool_supplement,,
103-80-0,PHENYLACETYL CHLORIDE,7,"Acyl Halides, Sulfonyl Halides, and Chloroformates",pool_supplement,,
100-27-6,P-NITROPHENETHYL ALCOHOL,8,Alcohols and Polyols,pool_supplement,,
100-51-6,BENZYL ALCOHOL,8,Alcohols and Polyols,pool_supplement,,
100-65-2,N-PHENYLHYDROXYLAMINE,8,Alcohols and Polyols,pool_supplement,,
10016-20-3,ALPHA-CYCLODEXTRIN,8,Alcohols and Polyols,pool_supplement,,
10143-23-4,"2,3-DIMETHYL-1-PENTANOL",8,Alcohols and Polyols,pool_supplement,,
102-71-6,TRIETHANOLAMINE,8,Alcohols and Polyols,pool_supplement,,
102-81-8,DIBUTYLAMINOETHANOL,8,Alcohols and Polyols,pool_topup,,
100-73-2,"ACROLEIN DIMER, STABILIZED",9,Aldehydes,pool_supplement,,
101-39-3,ALPHA-METHYLCINNAMALDEHYDE,9,Aldehydes,pool_supplement,,
115-19-5,2-METHYL-2-HYDROXY-3-BUTYNE,10,"Alkynes, with Acetylenic Hydrogen",pool_supplement,,
101-27-9,BARBAN,11,"Alkynes, with No Acetylenic Hydrogen",pool_supplement,,
101-20-2,TRICLOCARBAN,12,Amides and Imides,pool_supplement,,
101200-48-0,TRIBENURON-METHYL,12,Amides and Imides,pool_supplement,,
100-01-6,"P-NITROANILINE, [SOLID]",13,"Amines, Aromatic",pool_supplement,,
100-15-2,N-METHYL-4-NITROANILINE,13,"Amines, Aromatic",pool_supplement,,
100-22-1,"N,N,N&#39;,N&#39;-TETRAMETHYL-P-PHENYLENEDIAMINE",14,"Amines, Phosphines, and Pyridines",pool_supplement,,
106-31-0,BUTYRIC ANHYDRIDE,15,Anhydrides,pool_supplement,,
107-49-3,TETRAETHYL PYROPHOSPHATE,15,Anhydrides,pool_supplement,,
100-00-5,P-NITROCHLOROBENZENE,16,Aryl Halides,pool_supplement,,
101-05-3,ANILAZINE,16,Aryl Halides,pool_supplement,,
100-16-3,"4-NITROPHENYLHYDRAZINE, [WETTED WITH NOT LESS THAN 30% WATER BY MASS]",17,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds",pool_supplement,,
1310-58-3,"POTASSIUM HYDROXIDE, SOLUTION",18,"Bases, Strong",curated_curriculum,일반화학,적정/전해질
1310-73-2,SODIUM HYDROXIDE SOLUTION,18,"Bases, Strong",curated_curriculum,일반화학,적정/비누화
100-57-2,PHENYLMERCURIC HYDROXIDE,18,"Bases, Strong",pool_supplement,,
11138-49-1,"SODIUM ALUMINATE, SOLUTION",18,"Bases, Strong",pool_supplement,,
12030-88-5,POTASSIUM SUPEROXIDE,18,"Bases, Strong",pool_supplement,,
12031-80-0,LITHIUM PEROXIDE,18,"Bases, Strong",pool_supplement,,
12034-12-7,SODIUM SUPEROXIDE,18,"Bases, Strong",pool_topup,,
1336-21-6,AMMONIUM HYDROXIDE,19,"Bases, Weak",curated_curriculum,일반화학,착물형성/완충
12124-99-1,"AMMONIUM HYDROSULFIDE, SOLUTION",19,"Bases, Weak",pool_supplement,,
1305-62-0,CALCIUM HYDROXIDE,19,"Bases, Weak",pool_supplement,,
1310-61-8,POTASSIUM HYDROSULFIDE,19,"Bases, Weak",pool_supplement,,
1313-82-2,"SODIUM SULFIDE, ANHYDROUS",19,"Bases, Weak",pool_supplement,,
13983-17-0,WOLLASTONITE,19,"Bases, Weak",pool_supplement,,
143-33-9,SODIUM CYANIDE,19,"Bases, Weak",pool_topup,,
101-21-3,ISOPROPYL-N-(3-CHLOROPHENYL)CARBAMATE,20,Carbamates,pool_supplement,,
1066-33-7,AMMONIUM BICARBONATE,21,Carbonate Salts,pool_supplement,,
1317-65-3,LIMESTONE,21,Carbonate Salts,pool_supplement,,
144-55-8,SODIUM BICARBONATE,21,Carbonate Salts,pool_supplement,,
15630-89-4,SODIUM PERCARBONATE,21,Carbonate Salts,pool_supplement,,
308068-21-5,MARBLE,21,Carbonate Salts,pool_supplement,,
3486-35-9,ZINC CARBONATE,21,Carbonate Salts,pool_supplement,,
471-34-1,CALCIUM CARBONATE,21,Carbonate Salts,pool_topup,,
10137-69-6,CYCLOHEXENYLTRICHLOROSILANE,22,Chlorosilanes,pool_supplement,,
110-16-7,MALEIC ACID,23,Conjugated Dienes,pool_supplement,,
1335-31-5,MERCURIC OXYCYANIDE,24,"Cyanides, Inorganic",pool_supplement,,
135072-82-1,4-DIMETHYLAMINO-6-(2-DIMETHYLAMINOETHOXY)TOLUENE-2-DIAZONIUM ZINC CHLORIDE,25,Diazonium Salts,pool_supplement,,
15005-97-7,3-(2-HYDROXYETHOXY)-4-PYRROLIDIN-1-YL BENZENEDIAZONIUM ZINC CHLORIDE,25,Diazonium Salts,pool_supplement,,
101-90-6,DIGLYCIDYL RESORCINOL ETHER,26,Epoxides,pool_supplement,,
10031-87-5,2-ETHYLBUTYL ACETATE,27,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",pool_supplement,,
102-16-9,BENZYL PHENYLACETATE,27,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",pool_supplement,,
103-09-3,ETHYLHEXYL ACETATE,27,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",pool_supplement,,
103-23-1,BIS(2-ETHYLHEXYL) ADIPATE,27,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",pool_supplement,,
1031-07-8,ENDOSULFAN SULFATE,27,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",pool_supplement,,
1031-47-6,TRIAMIPHOS,27,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",pool_supplement,,
10453-86-8,RESMETHRIN,27,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",pool_topup,,
101-55-3,4-BROMOPHENYL PHENYL ETHER,28,Ethers,pool_supplement,,
101-73-5,P-ISOPROPOXYDIPHENYLAMINE,28,Ethers,pool_supplement,,
101-80-4,"4,4&#39;-DIAMINODIPHENYL ETHER",28,Ethers,pool_supplement,,
10213-75-9,3-[(2-ETHYLHEXYL)OXY]PROPIONITRILE,28,Ethers,pool_supplement,,
103-50-4,DIBENZYL ETHER,28,Ethers,pool_supplement,,
104-28-9,2-ETHOXYETHYL-P-METHOXYCINNAMATE,28,Ethers,pool_supplement,,
104-46-1,ANETHOLE,28,Ethers,pool_topup,,
12125-01-8,AMMONIUM FLUORIDE,29,"Fluoride Salts, Soluble",pool_supplement,,
1333-83-1,"SODIUM BIFLUORIDE, SOLID",29,"Fluoride Salts, Soluble",pool_supplement,,
111512-56-2,"1,1-DICHLORO-1,2,3,3,3-PENTAFLUOROPROPANE",30,Fluorinated Organic Compounds,pool_supplement,,
100-14-1,"BENZENE, 1-(CHLOROMETHYL)-4-NITRO-",31,Halogenated Organic Compounds,pool_supplement,,
10222-01-2,"2,2-DIBROMO-3-NITRILOPROPIONAMIDE",31,Halogenated Organic Compounds,pool_supplement,,
1024-57-3,HEPTACHLOR EPOXIDE,31,Halogenated Organic Compounds,pool_supplement,,
10311-84-9,DIALIFOR,31,Halogenated Organic Compounds,pool_supplement,,
10318-26-0,DIBROMODULCITOL,31,Halogenated Organic Compounds,pool_supplement,,
1034-41-9,KEPONE ALCOHOL,31,Halogenated Organic Compounds,pool_supplement,,
105-48-6,ISOPROPYL CHLOROACETATE,31,Halogenated Organic Compounds,pool_topup,,
10241-05-1,MOLYBDENUM PENTACHLORIDE,32,Halogenating Agents,pool_supplement,,
118-52-5,"1,3-DICHLORO-5,5-DIMETHYLHYDANTOIN",32,Halogenating Agents,pool_supplement,,
112-95-8,N-EICOSANE,33,"Hydrocarbons, Aliphatic Saturated",pool_supplement,,
12002-43-6,GILSONITE,33,"Hydrocarbons, Aliphatic Saturated",pool_supplement,,
123-01-3,DODECYLBENZENE,33,"Hydrocarbons, Aliphatic Saturated",pool_supplement,,
1333-86-4,CARBON BLACK,33,"Hydrocarbons, Aliphatic Saturated",pool_supplement,,
1338-02-9,COPPER NAPHTHENATE,33,"Hydrocarbons, Aliphatic Saturated",pool_supplement,,
151-21-3,"DODECYL SULFATE, [SODIUM SALT]",33,"Hydrocarbons, Aliphatic Saturated",pool_supplement,,
2223-93-0,CADMIUM STEARATE,33,"Hydrocarbons, Aliphatic Saturated",pool_topup,,
102-96-5,BETA-NITROSTYRENE,34,"Hydrocarbons, Aliphatic Unsaturated",pool_supplement,,
1025-15-6,TRIALLYL ISOCYANURATE,34,"Hydrocarbons, Aliphatic Unsaturated",pool_supplement,,
102-08-9,THIOCARBANILIDE,35,"Hydrocarbons, Aromatic",pool_supplement,,
102-54-5,FERROCENE,35,"Hydrocarbons, Aromatic",pool_supplement,,
104-72-3,N-DECYLBENZENE,35,"Hydrocarbons, Aromatic",pool_supplement,,
104-88-1,4-CHLOROBENZALDEHYDE,35,"Hydrocarbons, Aromatic",pool_supplement,,
11106-54-0,4-METHOXYBENZYLIDINE-4&#39;-N-BUTYLAZOXYBENZENE,35,"Hydrocarbons, Aromatic",pool_supplement,,
114-49-8,SCOPOLAMINE HYDROBROMIDE,35,"Hydrocarbons, Aromatic",pool_supplement,,
115-86-6,TRIPHENYL PHOSPHATE,35,"Hydrocarbons, Aromatic",pool_topup,,
101-68-8,"DIPHENYLMETHANE-4,4&#39;-DIISOCYANATE",37,Isocyanates and Isothiocyanates,pool_supplement,,
100-19-6,P-NITROACETOPHENONE,38,Ketones,pool_supplement,,
102-01-2,ACETOACETANILIDE,38,Ketones,pool_supplement,,
106-51-4,BENZOQUINONE,38,Ketones,pool_supplement,,
107-70-0,4-METHOXY-4-METHYLPENTAN-2-ONE,38,Ketones,pool_supplement,,
110-13-4,"2,5-HEXANEDIONE",38,Ketones,pool_supplement,,
1122-54-9,4-ACETYLPYRIDINE,38,Ketones,pool_supplement,,
1143-38-0,ANTHRALIN,38,Ketones,pool_topup,,
16940-66-2,SODIUM BOROHYDRIDE,39,"Metal Hydrides, Metal Alkyls, Metal Aryls, and Silanes",curated_curriculum,유기화학,환원반응
102-67-0,TRIPROPYLALUMINUM,39,"Metal Hydrides, Metal Alkyls, Metal Aryls, and Silanes",pool_supplement,,
68848-64-6,LITHIUM SILICON,40,"Metals, Alkali, Very Active",pool_supplement,,
7439-93-2,LITHIUM,40,"Metals, Alkali, Very Active",pool_supplement,,
7440-66-6,ZINC ASHES,41,"Metals, Elemental and Powder, Active",curated_curriculum,물리화학,갈바니 전지(아연)
12003-41-7,ALUMINUM FERROSILICON POWDER,41,"Metals, Elemental and Powder, Active",pool_supplement,,
54413-15-9,TRITONAL,41,"Metals, Elemental and Powder, Active",pool_supplement,,
67713-16-0,"HEXOTONAL &lt;OR&gt; HEXATONAL, CAST",41,"Metals, Elemental and Powder, Active",pool_supplement,,
70399-13-2,LITHIUM FERROSILICON,41,"Metals, Elemental and Powder, Active",pool_supplement,,
7429-90-5,"ALUMINUM POWDER, COATED",41,"Metals, Elemental and Powder, Active",pool_supplement,,
7439-89-6,"IRON, [POWDERED]",41,"Metals, Elemental and Powder, Active",pool_topup,,
7440-50-8,COPPER,42,"Metals, Less Reactive",curated_curriculum,물리화학,갈바니 전지(구리)
10112-91-1,MERCUROUS CHLORIDE,42,"Metals, Less Reactive",pool_supplement,,
10124-48-8,MERCURY AMMONIUM CHLORIDE,42,"Metals, Less Reactive",pool_supplement,,
10294-26-5,SILVER SULFATE,42,"Metals, Less Reactive",pool_supplement,,
1191-80-6,MERCURY OLEATE,42,"Metals, Less Reactive",pool_supplement,,
1304-82-1,BISMUTH TELLURIDE,42,"Metals, Less Reactive",pool_supplement,,
10099-74-8,LEAD NITRATE,43,"Nitrate and Nitrite Compounds, Inorganic",curated_curriculum,분석화학,침전실험
7761-88-8,SILVER NITRATE,43,"Nitrate and Nitrite Compounds, Inorganic",curated_curriculum,분석화학,침전적정(할로겐 정량)
12057-74-8,MAGNESIUM PHOSPHIDE,44,"Nitrides, Phosphides, Carbides, and Silicides",pool_supplement,,
104-85-8,P-TOLUNITRILE,45,Nitriles,pool_supplement,,
105-56-6,ETHYL CYANOACETATE,45,Nitriles,pool_supplement,,
100-02-7,4-NITROPHENOL,46,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",pool_supplement,,
10361-37-2,BARIUM CHLORIDE,47,Non-Redox-Active Inorganic Compounds,curated_curriculum,분석화학,황산염 침전정량
7447-40-7,POTASSIUM CHLORIDE,47,Non-Redox-Active Inorganic Compounds,curated_curriculum,물리화학,전도도/전기화학 셀
1002-89-7,AMMONIUM STEARATE,47,Non-Redox-Active Inorganic Compounds,pool_supplement,,
10025-73-7,CHROMIC CHLORIDE,47,Non-Redox-Active Inorganic Compounds,pool_supplement,,
10101-63-0,LEAD IODIDE,47,Non-Redox-Active Inorganic Compounds,pool_supplement,,
10102-50-8,FERROUS ARSENATE,47,Non-Redox-Active Inorganic Compounds,pool_supplement,,
12001-28-4,"ASBESTOS, [BLUE]",48,Not Chemically Reactive,pool_supplement,,
1066-45-1,TRIMETHYLTIN CHLORIDE,49,Organometallics,pool_supplement,,
1067-14-7,TRIETHYL LEAD CHLORIDE,49,Organometallics,pool_supplement,,
7722-64-7,POTASSIUM PERMANGANATE,50,"Oxidizing Agents, Strong",curated_curriculum,일반화학,산화환원 적정
10034-81-8,MAGNESIUM PERCHLORATE,50,"Oxidizing Agents, Strong",pool_supplement,,
10034-82-9,SODIUM CHROMATE TETRAHYDRATE,50,"Oxidizing Agents, Strong",pool_supplement,,
10101-50-5,SODIUM PERMANGANATE,50,"Oxidizing Agents, Strong",pool_supplement,,
10118-76-0,CALCIUM PERMANGANATE,50,"Oxidizing Agents, Strong",pool_supplement,,
10137-74-3,CALCIUM CHLORATE,50,"Oxidizing Agents, Strong",pool_supplement,,
7553-56-2,IODINE,51,"Oxidizing Agents, Weak",curated_curriculum,분석화학,요오드 적정
10048-95-0,SODIUM ARSENATE HEPTAHYDRATE,51,"Oxidizing Agents, Weak",pool_supplement,,
10102-49-5,FERRIC ARSENATE,51,"Oxidizing Agents, Weak",pool_supplement,,
1124-33-0,"PYRIDINE, 4-NITRO-, 1-OXIDE",51,"Oxidizing Agents, Weak",pool_supplement,,
1303-28-2,ARSENIC PENTOXIDE,51,"Oxidizing Agents, Weak",pool_supplement,,
1312-03-4,"MERCURIC SUBSULFATE, [SOLID]",51,"Oxidizing Agents, Weak",pool_supplement,,
100-64-1,CYCLOHEXANONE OXIME,52,Oximes,pool_supplement,,
105-64-6,DIISOPROPYL PEROXYDICARBONATE,53,"Peroxides, Organic",pool_supplement,,
105-74-8,LAUROYL PEROXIDE,53,"Peroxides, Organic",pool_supplement,,
131-52-2,SODIUM PENTACHLOROPHENATE,54,Phenolic Salts,pool_supplement,,
101-18-8,3-HYDROXY-N-PHENYLANILINE,55,Phenols and Cresols,pool_supplement,,
10169-02-5,C.I. ACID RED 97,55,Phenols and Cresols,pool_supplement,,
105-60-2,CAPROLACTAM,56,Polymerizable Compounds,pool_supplement,,
106-87-6,1-VINYL-3-CYCLOHEXENE DIOXIDE,56,Polymerizable Compounds,pool_supplement,,
112-02-7,HEXADECYLTRIMETHYLAMMONIUM CHLORIDE,57,Quaternary Ammonium and Phosphonium Salts,pool_supplement,,
1762-95-4,AMMONIUM THIOCYANATE,58,"Reducing Agents, Strong",curated_curriculum,무기화학,착물 색반응
10039-54-0,HYDROXYLAMINE SULFATE,58,"Reducing Agents, Strong",pool_supplement,,
10026-17-2,COBALT FLUORIDE,59,"Reducing Agents, Weak",pool_supplement,,
101-02-0,TRIPHENYL PHOSPHITE,59,"Reducing Agents, Weak",pool_supplement,,
7758-98-7,CUPRIC SULFATE,60,"Salts, Acidic",curated_curriculum,분석화학,착물형성/전기화학
7786-81-4,NICKEL SULFATE,60,"Salts, Acidic",curated_curriculum,무기화학,착물합성
10031-13-7,LEAD(II) ARSENITE,61,"Salts, Basic",pool_supplement,,
10102-20-2,SODIUM TELLURITE,61,"Salts, Basic",pool_supplement,,
1174-72-7,TETRAPHENOXYSILANE,62,Siloxanes,pool_supplement,,
1185-81-5,DIBUTYLTIN-BIS(LAURYL MERCAPTIDE),63,"Sulfides, Inorganic",pool_supplement,,
12035-72-2,NICKEL SUBSULFIDE,63,"Sulfides, Inorganic",pool_supplement,,
100-38-9,"2-(N,N-DIETHYLAMINO)ETHANETHIOL",64,"Sulfides, Organic",pool_supplement,,
10192-30-0,"AMMONIUM BISULFITE, SOLID",65,Sulfite and Thiosulfate Salts,pool_supplement,,
10196-04-0,AMMONIUM SULFITE,65,Sulfite and Thiosulfate Salts,pool_supplement,,
10431-47-7,POTASSIUM SELENITE,65,Sulfite and Thiosulfate Salts,pool_supplement,,
13718-59-7,BARIUM SELENITE,65,Sulfite and Thiosulfate Salts,pool_supplement,,
13774-25-9,MAGNESIUM BISULFITE SOLUTION,65,Sulfite and Thiosulfate Salts,pool_supplement,,
13780-03-5,"CALCIUM HYDROGEN SULFITE, SOLUTION",65,Sulfite and Thiosulfate Salts,pool_supplement,,
115-26-4,DIMEFOX,66,"Sulfonates, Phosphonates, and Thiophosphonates, Organic",pool_supplement,,
111-54-6,"ETHYLENEBISDITHIOCARBAMIC ACID, SALTS AND ESTERS",67,Thiocarbamate Esters and Salts/Dithiocarbamate Esters and Salts,pool_supplement,,
10043-01-3,"ALUMINUM SULFATE, SOLID",68,Water and Aqueous Solutions,pool_supplement,,
